'대여일자','대여소번호','대여소','대여건수','반납건수'
'201801','108',' 서교동 사거리',2,0
'201801','1041',' 묘곡초등학교',1,1
'201801','510',' 서울숲 남문 버스정류소 옆',3,0
'201801','515',' 광양중학교 앞',1,1
'201801','300',' 정동사거리',0,1
'201801','2361',' 압구정역 교차로',2,0
'201801','2362',' 신사동 가로수길 입구',2,0
'201801','302',' 경복궁역 4번출구 뒤',4,1
'201801','2377',' 수서역 5번출구 뒤',1,1
'201801','3101',' 서대문구청',0,1
'201801','303',' 광화문역 1번출구 앞',1,1
'201801','3506',' 영동대교 북단',0,2
'201801','3508',' 화양사거리',0,1
'201801','304',' 광화문역 2번출구 앞',0,1
'201801','1336',' 성북3교 위',1,1
'201801','307',' 서울역사박물관 앞',1,0
'201801','309',' 광화문역 6번출구 옆',1,2
'201801','310',' 청계광장 옆',1,0
'201801','311',' 서울광장 옆',4,4
'201801','312',' 시청역 1번출구 뒤',2,4
'201801','313',' 서울역 광장 파출소 옆',1,1
'201801','314',' 국립현대미술관',3,4
'201801','315',' 신한은행 안국역지점 옆',4,4
'201801','316',' 종각역 1번출구 앞',1,1
'201801','318',' 광교사거리 남측',2,2
'201801','320',' 을지로입구역 4번출구 앞',6,6
'201801','321',' KEB 하나은행 본점 앞',8,9
'201801','322',' 명동성당 앞',4,2
'201801','116',' 일진아이윌아파트 옆',1,2
'201801','324',' 신세계백화점 본점 앞',5,6
'201801','327',' 낙원상가 옆',2,4
'201801','328',' 탑골공원 앞',2,0
'201801','329',' 청계2가 사거리 옆',2,0
'201801','331',' 을지로2가 사거리 북측',2,0
'201801','332',' 을지로2가 사거리 남측',4,4
'201801','111',' 상수역 2번출구 앞',2,3
'201801','334',' 종로3가역 2번출구 뒤',1,1
'201801','335',' 종로3가역 15번출구 앞',2,1
'201801','336',' 티마크 호텔 앞',9,6
'201801','338',' 세운스퀘어 앞',2,2
'201801','339',' 종로4가 사거리',2,0
'201801','341',' 혜화역 3번출구 뒤',1,0
'201801','342',' 대학로 마로니에공원',1,1
'201801','112',' 극동방송국 앞',1,1
'201801','344',' 성균관대 E하우스 앞',0,2
'201801','346',' 맥스타일 앞',6,6
'201801','347',' 동대문역사문화공원역 9번출구 앞',2,2
'201801','349',' 사직동주민센터',1,2
'201801','352',' 중앙고입구 삼거리',3,1
'201801','353',' 재동초교 앞 삼거리',2,4
'201801','354',' 포르투갈 대사관 앞',2,2
'201801','358',' 성대입구 사거리',4,2
'201801','361',' 동묘앞역 1번출구 뒤',0,1
'201801','362',' 청계8가 사거리',1,0
'201801','113',' 홍대입구역 2번출구 앞',1,0
'201801','369',' 광화문 시민열린마당',5,2
'201801','370',' 시청역(2호선) 9번출구 뒤',1,1
'201801','371',' 동대입구역 6번출구 뒤',3,3
'201801','377',' 서울역 4번출구 앞',0,1
'201801','378',' 청계7가 사거리',2,2
'201801','379',' 서울역9번출구',2,2
'201801','114',' 홍대입구역 8번출구 앞',1,6
'201801','145',' 공덕역 5번출구',0,1
'201801','146',' 마포역 1번출구 뒤',2,2
'201801','154',' 마포구청역 ',1,0
'201801','160',' 북아현동 가구거리',2,2
'201801','171',' 임광빌딩 앞',1,0
'201801','172',' 서대문소방서',2,1
'201801','520',' 상왕십리역 4번 출구 앞',1,1
'201801','521',' 왕십리역 11번 출구 앞',0,1
'201801','546',' 잠실대교북단 교차로',2,0
'201801','613',' 신설동역 10번출구 앞',1,2
'201801','247',' 당산역 10번출구 앞',0,2
'201801','101',' (구)합정동 주민센터',2,2
'201801','128',' 신촌역(2호선) 1번출구 옆',4,2
'201801','700',' KB국민은행 염창역 지점 앞',6,1
'201801','130',' 신촌역(2호선) 7번출구 앞',2,1
'201801','805',' 문배어린이공원 앞',0,2
'201801','807',' 서울역 12번 출구 앞',1,0
'201801','809',' 한남 유수지 복개주차장',2,1
'201801','810',' 이태원지하보도',2,1
'201801','811',' 녹사평역1번출구',3,1
'201801','812',' 용산전쟁기념관',0,1
'201801','385',' 종각역 5번출구',1,4
'201801','387',' 훈련원공원주차장 앞',0,2
'201801','132',' 창천문화공원',0,1
'201801','186',' 월드컵공원',0,1
'201801','134',' 연세로 명물길',1,0
'201801','559',' 왕십리역 4번 출구 건너편',1,0
'201801','561',' 서울숲역 2번출구 앞',0,1
'201801','565',' 옥수역 3번출구',2,0
'201801','568',' 청계8가사거리 부근',0,2
'201801','135',' 명물길 원형무대 앞',1,0
'201801','102',' 망원역 1번출구 앞',0,1
'201801','140',' 이화여대 후문',3,6
'201801','260',' 여의도 마리나선착장 앞',0,3
'201801','266',' 영등포청과시장 사거리',1,0
'201801','816',' 신용산역 6번출구 앞',3,6
'201801','817',' 삼각지역 4번출구 앞',2,1
'201801','820',' 청파동입구 교차로',2,3
'201801','903',' 은평뉴타운 아이파크',1,0
'201801','202',' 국민일보 앞',1,1
'201801','928',' 은평역사한옥박물관',1,2
'201801','1004',' 삼성광나루아파트 버스정류장',1,1
'201801','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',4,9
'201801','205',' 산업은행 앞',4,3
'201801','206',' KBS 앞',1,0
'201801','1209',' 잠실나루역 (2번 출구 쪽)',1,1
'201801','1224',' 아시아지하보도 2번 출구',0,1
'201801','210',' IFC몰',0,1
'201801','1405',' 망우역 1번출구',0,2
'201801','211',' 여의도역 4번출구 옆',0,1
'201801','212',' 여의도역 1번출구 옆',2,0
'201801','1424',' 양원역 2번출구',2,0
'201801','219',' 롯데캐슬엠파이어 옆',2,0
'201801','1901',' 신도림동주민센터 앞',1,1
'201801','1906',' 신도림역 1번 출구 앞',1,1
'201801','221',' 여의도초교 앞',3,0
'201801','2002',' 노들역 1번출구',1,2
'201801','2025',' 흑석역 1번출구',2,0
'201801','2015',' 신대방삼거리역 6번출구쪽',0,1
'201801','207',' 여의나루역 1번출구 앞',3,7
'201801','2219',"' 고속터미널역 8-1번, 8-2번 출구 사이'",3,0
'201801','402',' 상암월드컵파크 9단지 앞',0,1
'201801','2262',' 한신16차아파트 119동 앞',1,1
'201801','2301',' 현대고등학교 건너편',4,5
'201801','2251',' 더케이호텔 입구(양재2) ',0,1
'201801','2309',' 청담역(우리들병원 앞)',0,2
'201801','2306',' 압구정역 2번 출구 옆',0,2
'201801','2308',' 압구정파출소 앞',0,2
'201801','2313',' 금원빌딩 앞',0,1
'201801','106',' 합정역 7번출구 앞',2,2
'201801','2333',' 양재역 3번출구 주변',1,0
'201801','1308',' 안암로터리 버스정류장 앞',0,1
'201801','1231',' 잠실역 6번출구',2,1
'201801','419',' 홈플러스 앞',3,0
'201801','1946',' 구로역 광장',1,0
'201801','1210',' 롯데월드타워(잠실역2번출구 쪽)',6,6
'201801','412',' DMC산학협력연구센터 앞',0,1
'201801','1931',' 개봉역(북측광장)',0,1
'201801','389',' 을지로4가역 1번출구',0,1
'201801','390',' 충무로역 1번출구',2,2
'201801','826',' 서울역 서부교차로2',4,5
'201801','1305',' 성북구청',1,0
'201801','2354',' 청담역 2번출구',1,0
'201801','2355',' 삼성역 5~6번 출구 사이',1,0
'201801','422',' 문화비축기지',2,2
'201801','450',' 효자동 삼거리',1,0
'201801','451',' 청와대앞길',0,1
'201801','593','자양중앙나들목',0,2
'201801','502',' 뚝섬유원지역 1번출구 앞',6,3
'201802',,,0,3
'201802','108',' 서교동 사거리',2,0
'201802','1038',' 강일 다솜 어린이 공원',0,4
'201802','509',' 이마트 버스정류소 옆',0,1
'201802','510',' 서울숲 남문 버스정류소 옆',1,0
'201802','1267',' 올림픽공원 남2문 앞',4,2
'201802','1269',' 리센츠아파트 ',2,0
'201802','513',' 뚝섬역 5번 출구 정류소 옆',1,1
'201802','2361',' 압구정역 교차로',2,0
'201802','2362',' 신사동 가로수길 입구',0,3
'201802','2365',' K+ 타워 앞',1,0
'201802','302',' 경복궁역 4번출구 뒤',3,5
'201802','3101',' 서대문구청',1,0
'201802','303',' 광화문역 1번출구 앞',1,0
'201802','3506',' 영동대교 북단',1,1
'201802','3511',' 응봉역 1번출구',0,2
'201802','3513',' 상왕십리역 1번출구',4,4
'201802','115',' 사루비아 빌딩 앞',2,2
'201802','304',' 광화문역 2번출구 앞',3,0
'201802','1336',' 성북3교 위',1,1
'201802','1351',' SK제삼주유소 앞',1,0
'201802','306',' 광화문역 7번출구 앞',6,2
'201802','307',' 서울역사박물관 앞',1,0
'201802','309',' 광화문역 6번출구 옆',2,2
'201802','311',' 서울광장 옆',7,13
'201802','312',' 시청역 1번출구 뒤',5,6
'201802','313',' 서울역 광장 파출소 옆',2,1
'201802','314',' 국립현대미술관',2,4
'201802','315',' 신한은행 안국역지점 옆',7,7
'201802','316',' 종각역 1번출구 앞',1,0
'201802','320',' 을지로입구역 4번출구 앞',15,16
'201802','321',' KEB 하나은행 본점 앞',4,2
'201802','322',' 명동성당 앞',19,6
'201802','324',' 신세계백화점 본점 앞',4,15
'201802','326',' 안국역 5번출구 앞',3,1
'201802','328',' 탑골공원 앞',23,17
'201802','329',' 청계2가 사거리 옆',2,2
'201802','330',' 청계천 한빛광장',0,1
'201802','331',' 을지로2가 사거리 북측',0,4
'201802','332',' 을지로2가 사거리 남측',1,1
'201802','334',' 종로3가역 2번출구 뒤',1,5
'201802','337',' 창경궁 입구',2,2
'201802','338',' 세운스퀘어 앞',0,2
'201802','339',' 종로4가 사거리',4,0
'201802','342',' 대학로 마로니에공원',2,3
'201802','112',' 극동방송국 앞',0,3
'201802','344',' 성균관대 E하우스 앞',0,2
'201802','346',' 맥스타일 앞',3,5
'201802','347',' 동대문역사문화공원역 9번출구 앞',6,9
'201802','351',' 청운초교 앞 삼거리',2,2
'201802','352',' 중앙고입구 삼거리',3,1
'201802','353',' 재동초교 앞 삼거리',8,7
'201802','354',' 포르투갈 대사관 앞',5,8
'201802','355',' 서울사대부속초교 앞',1,0
'201802','359',' 원남동사거리',1,0
'201802','361',' 동묘앞역 1번출구 뒤',7,8
'201802','113',' 홍대입구역 2번출구 앞',12,10
'201802','369',' 광화문 시민열린마당',2,6
'201802','118',' 광흥창역 2번출구 앞',2,0
'201802','378',' 청계7가 사거리',1,1
'201802','379',' 서울역9번출구',1,3
'201802','383',' 신당역 12번 출구 뒤',2,2
'201802','114',' 홍대입구역 8번출구 앞',1,3
'201802','144',' 공덕역 8번출구',1,1
'201802','146',' 마포역 1번출구 뒤',2,0
'201802','147',' 마포역 4번출구 뒤',0,2
'201802','148',' 용강동 주민센터 앞',2,2
'201802','150',' 서강대역 2번출구 앞',1,0
'201802','151',' 망원1동주민센터',1,0
'201802','152',' 마포구민체육센터 앞',2,2
'201802','159',' 이대역 4번 출구',0,2
'201802','160',' 북아현동 가구거리',2,2
'201802','172',' 서대문소방서',7,4
'201802','124',' 서강대 정문 건너편',1,0
'201802','613',' 신설동역 10번출구 앞',2,2
'201802','228',' 선유도역 3번출구 앞',1,0
'201802','233',' YP 센터 앞',0,1
'201802','247',' 당산역 10번출구 앞',0,1
'201802','248',' 초원아파트 앞',1,1
'201802','249',' 여의도중학교 옆',7,7
'201802','128',' 신촌역(2호선) 1번출구 옆',6,1
'201802','700',' KB국민은행 염창역 지점 앞',3,4
'201802','129',' 신촌역(2호선) 6번출구 옆',5,3
'201802','130',' 신촌역(2호선) 7번출구 앞',2,6
'201802','802',' 한강진역 2번 출구 앞',4,0
'201802','805',' 문배어린이공원 앞',1,3
'201802','810',' 이태원지하보도',1,0
'201802','811',' 녹사평역1번출구',7,1
'201802','812',' 용산전쟁기념관',2,0
'201802','815',' LIG강촌아파트 103동앞',2,2
'201802','385',' 종각역 5번출구',1,0
'201802','387',' 훈련원공원주차장 앞',2,0
'201802','182',' 망원2빗물펌프장 앞',1,1
'201802','184',' SK망원동주유소 건너편',2,0
'201802','186',' 월드컵공원',8,8
'201802','558',' 성동광진 교육지원청 앞',3,2
'201802','134',' 연세로 명물길',2,2
'201802','561',' 서울숲역 2번출구 앞',0,1
'201802','565',' 옥수역 3번출구',1,1
'201802','135',' 명물길 원형무대 앞',6,4
'201802','583',' 청계천 생태교실 앞',0,1
'201802','571',' 어린이대공원역6번출구',1,0
'201802','138',' 신촌동 제1공영주차장 앞',1,1
'201802','140',' 이화여대 후문',0,7
'201802','266',' 영등포청과시장 사거리',0,1
'201802','272',' 당산육갑문',2,2
'201802','816',' 신용산역 6번출구 앞',3,8
'201802','817',' 삼각지역 4번출구 앞',2,0
'201802','818',' 숙명여대 입구 교차로',1,1
'201802','819',' 선린인터넷 고등학교',1,0
'201802','825',' 서빙고동 주민센터 앞',2,1
'201802','201',' 진미파라곤 앞',4,1
'201802','202',' 국민일보 앞',0,1
'201802','1009',' 천호역4번출구(현대백화점)',0,2
'201802','1015',' 샛마을 근린공원',7,7
'201802','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',4,3
'201802','206',' KBS 앞',2,2
'201802','1205',' 종합운동장역 4번출구',1,0
'201802','1206',' 9호선종합운동장역 9번출구',0,1
'201802','1208',' 풍납현대아파트쉼터',1,0
'201802','1222',' 잠실새내역 5번 출구 뒤',1,1
'201802','209',' 유진투자증권빌딩 앞',0,1
'201802','210',' IFC몰',3,5
'201802','1315',' 고려사대부속중고 정문',1,1
'201802','211',' 여의도역 4번출구 옆',0,3
'201802','212',' 여의도역 1번출구 옆',3,0
'201802','104',' 합정역 1번출구 앞',1,1
'201802','214',' 금융감독원 앞',3,3
'201802','1637',' KT 노원점 건물 앞',2,2
'201802','215',' 여의도고교 앞',2,0
'201802','1906',' 신도림역 1번 출구 앞',1,1
'201802','222',' 시범아파트버스정류장 옆',3,0
'201802','223',' 진주아파트상가 앞',0,3
'201802','2102',' 봉림교 교통섬',1,0
'201802','207',' 여의나루역 1번출구 앞',9,11
'201802','2213',' 고속터미널역 5번출구 앞',1,0
'201802','2217','아크로리버뷰 부지 앞',0,1
'201802','2219',"' 고속터미널역 8-1번, 8-2번 출구 사이'",2,0
'201802','2231',' 삼성타운(삼성생명) A동 맞은편',0,4
'201802','2242','양재역 11번 출구 앞',2,0
'201802','2244','교육개발원입구 교차로',0,1
'201802','402',' 상암월드컵파크 9단지 앞',2,2
'201802','2262',' 한신16차아파트 119동 앞',6,3
'201802','2301',' 현대고등학교 건너편',1,4
'201802','2259',' 잠원역 3번-4번 출구사이 ',2,0
'201802','2251',' 더케이호텔 입구(양재2) ',2,2
'201802','2309',' 청담역(우리들병원 앞)',0,1
'201802','2311',' 학동로 래미안 아파트 앞',1,0
'201802','2302',' 교보타워 버스정류장(신논현역 3번출구 후면)',0,1
'201802','2308',' 압구정파출소 앞',1,2
'201802','2313',' 금원빌딩 앞',0,1
'201802','2315',' 봉은사역 5번출구 옆',0,1
'201802','106',' 합정역 7번출구 앞',3,1
'201802','2318',' 삼성중앙역4번출구(문화센터더 리빌)',1,0
'201802','2319',' 포스코4거리 서측(수협 삼성동 지점)',2,0
'201802','2323',' 주식회사 오뚜기 정문 앞',0,2
'201802','1115',' 등촌역 1번출구옆',1,1
'201802','1201',' 가락시장역 3번 출구',1,0
'201802','1231',' 잠실역 6번출구',0,3
'201802','1306',' 한성대입구역2번출구',0,1
'201802','419',' 홈플러스 앞',0,3
'201802','1946',' 구로역 광장',1,0
'201802','2143',' 서울산업정보학교',2,2
'201802','1210',' 롯데월드타워(잠실역2번출구 쪽)',6,8
'201802','2034',' 사당역 7번출구쪽',1,1
'201802','389',' 을지로4가역 1번출구',2,0
'201802','390',' 충무로역 1번출구',0,5
'201802','826',' 서울역 서부교차로2',3,2
'201802','2355',' 삼성역 5~6번 출구 사이',0,2
'201802','2350',' 래미안그레이튼102동앞',2,0
'201802','2357',' 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)',2,0
'201802','450',' 효자동 삼거리',3,1
'201802','451',' 청와대앞길',4,1
'201802','501',' 광진구의회 앞',0,1
'201802','593','자양중앙나들목',1,1
'201802','502',' 뚝섬유원지역 1번출구 앞',1,1
'201803',,,0,10
'201803','108',' 서교동 사거리',10,3
'201803','503',' 더샵스타시티 C동 앞',1,2
'201803','746',' 목동2단지 상가',1,1
'201803','505',' 자양사거리 광진아크로텔 앞',2,0
'201803','508',' 성수아카데미타워 앞',1,1
'201803','1035',' 고덕역 4번출구',3,3
'201803','510',' 서울숲 남문 버스정류소 옆',13,7
'201803','1259',' 방이역 1번출구',1,0
'201803','511',' 서울숲역 4번 출구 옆',8,6
'201803','1264',' 천호역 10번 출구 앞',0,2
'201803','1267',' 올림픽공원 남2문 앞',2,1
'201803','1269',' 리센츠아파트 ',0,2
'201803','109',' 제일빌딩 앞',9,4
'201803','514',' 성수사거리 버스정류장 앞',0,1
'201803','516',' 광진메디칼 앞',2,0
'201803','300',' 정동사거리',2,0
'201803','2268',' 서초4동주민센터 ',0,2
'201803','2269',' 주홍교 하부',8,3
'201803','2273',' 일동제약 사거리',1,0
'201803','2276',' 영동1교 (양재천근린공원)',0,2
'201803','2277',' 길마중4교 하부',7,5
'201803','301',' 경복궁역 7번출구 앞',2,4
'201803','2361',' 압구정역 교차로',2,4
'201803','2362',' 신사동 가로수길 입구',4,7
'201803','2364',' 도산대로 렉서스 앞',8,8
'201803','2365',' K+ 타워 앞',2,1
'201803','2369',' KT선릉타워',1,1
'201803','302',' 경복궁역 4번출구 뒤',15,10
'201803','2371',' 한국우편사업진흥원',2,2
'201803','2377',' 수서역 5번출구 뒤',0,2
'201803','3101',' 서대문구청',0,1
'201803','303',' 광화문역 1번출구 앞',1,1
'201803','3511',' 응봉역 1번출구',1,1
'201803','115',' 사루비아 빌딩 앞',1,7
'201803','304',' 광화문역 2번출구 앞',1,0
'201803','1336',' 성북3교 위',3,1
'201803','1337',' 돈암성당 옆',14,7
'201803','305',' 종로구청 옆',1,2
'201803','306',' 광화문역 7번출구 앞',10,8
'201803','1958',' 강서수도사업소민원센터',3,1
'201803','307',' 서울역사박물관 앞',3,3
'201803','1975',' 대림역 1번 출입구 밑',1,0
'201803','309',' 광화문역 6번출구 옆',3,2
'201803','310',' 청계광장 옆',2,7
'201803','311',' 서울광장 옆',6,11
'201803','312',' 시청역 1번출구 뒤',11,14
'201803','313',' 서울역 광장 파출소 옆',6,4
'201803','314',' 국립현대미술관',13,8
'201803','315',' 신한은행 안국역지점 옆',4,9
'201803','316',' 종각역 1번출구 앞',3,5
'201803','828',' 숙대입구역 8번',8,8
'201803','320',' 을지로입구역 4번출구 앞',7,10
'201803','321',' KEB 하나은행 본점 앞',6,4
'201803','322',' 명동성당 앞',10,3
'201803','324',' 신세계백화점 본점 앞',24,22
'201803','326',' 안국역 5번출구 앞',12,12
'201803','327',' 낙원상가 옆',9,9
'201803','328',' 탑골공원 앞',16,11
'201803','329',' 청계2가 사거리 옆',5,2
'201803','330',' 청계천 한빛광장',1,0
'201803','331',' 을지로2가 사거리 북측',5,0
'201803','332',' 을지로2가 사거리 남측',0,1
'201803','111',' 상수역 2번출구 앞',0,4
'201803','334',' 종로3가역 2번출구 뒤',7,5
'201803','335',' 종로3가역 15번출구 앞',5,5
'201803','336',' 티마크 호텔 앞',14,15
'201803','337',' 창경궁 입구',3,3
'201803','338',' 세운스퀘어 앞',5,7
'201803','339',' 종로4가 사거리',3,4
'201803','340',' 혜화동 로터리',2,5
'201803','341',' 혜화역 3번출구 뒤',0,1
'201803','342',' 대학로 마로니에공원',7,3
'201803','112',' 극동방송국 앞',3,2
'201803','344',' 성균관대 E하우스 앞',1,0
'201803','345',' 서울보증보험본사 앞',1,2
'201803','346',' 맥스타일 앞',11,22
'201803','347',' 동대문역사문화공원역 9번출구 앞',12,13
'201803','349',' 사직동주민센터',4,4
'201803','351',' 청운초교 앞 삼거리',2,1
'201803','352',' 중앙고입구 삼거리',4,4
'201803','353',' 재동초교 앞 삼거리',0,9
'201803','117',' 홍은사거리',2,1
'201803','354',' 포르투갈 대사관 앞',2,6
'201803','355',' 서울사대부속초교 앞',2,4
'201803','358',' 성대입구 사거리',4,6
'201803','359',' 원남동사거리',1,2
'201803','361',' 동묘앞역 1번출구 뒤',1,4
'201803','362',' 청계8가 사거리',1,0
'201803','363',' 신설동역 11번출구 뒤',2,2
'201803','113',' 홍대입구역 2번출구 앞',18,15
'201803','369',' 광화문 시민열린마당',18,14
'201803','348',' 독립문역 사거리',2,2
'201803','370',' 시청역(2호선) 9번출구 뒤',1,0
'201803','371',' 동대입구역 6번출구 뒤',3,3
'201803','118',' 광흥창역 2번출구 앞',0,1
'201803','377',' 서울역 4번출구 앞',10,9
'201803','378',' 청계7가 사거리',7,4
'201803','379',' 서울역9번출구',0,5
'201803','380',' CJ제일제당 앞',9,9
'201803','381',' 장충체육관',1,2
'201803','382',' 약수역 10번출구 앞',1,1
'201803','383',' 신당역 12번 출구 뒤',3,4
'201803','384',' 종로학원본원 ',1,2
'201803','114',' 홍대입구역 8번출구 앞',7,12
'201803','142',' 아현역 4번출구 앞',0,2
'201803','143',' 공덕역 2번출구',2,1
'201803','144',' 공덕역 8번출구',7,9
'201803','146',' 마포역 1번출구 뒤',4,4
'201803','147',' 마포역 4번출구 뒤',12,5
'201803','150',' 서강대역 2번출구 앞',5,0
'201803','151',' 망원1동주민센터',3,0
'201803','152',' 마포구민체육센터 앞',15,16
'201803','119',' 서강나루 공원',1,4
'201803','153',' 성산2교 사거리',1,3
'201803','154',' 마포구청역 ',2,2
'201803','155',' 가좌역1 번출구 뒤',0,2
'201803','157',' 애오개역 4번출구 앞',11,7
'201803','159',' 이대역 4번 출구',0,4
'201803','160',' 북아현동 가구거리',1,1
'201803','162',' 봉원고가차도 밑',10,11
'201803','172',' 서대문소방서',3,1
'201803','121',' 마포소방서 앞',1,1
'201803','173',' 서대문역 8번출구 앞',4,0
'201803','175',' 홍연2교옆',5,8
'201803','179',' 가좌역 4번출구 앞',3,1
'201803','180',' 충정로역 7번출구 뒤',0,4
'201803','521',' 왕십리역 11번 출구 앞',0,1
'201803','122',' 신성기사식당 앞',0,1
'201803','525',' 한양대병원사거리',3,3
'201803','529',' 장한평역 8번 출구 앞',0,2
'201803','535',' 응봉삼거리',2,2
'201803','537',' 한양대후문역 부근',0,1
'201803','540',' 군자역 7번출구 베스트샵 앞',0,1
'201803','546',' 잠실대교북단 교차로',1,0
'201803','548',' 자양나들목',2,2
'201803','549',' 아차산역 3번출구',2,1
'201803','602',' 장안동 사거리',0,1
'201803','228',' 선유도역 3번출구 앞',2,6
'201803','236',' 문래동자이아파트 앞',0,1
'201803','243',' 이앤씨드림타워 앞',1,1
'201803','244',' 영등포삼환아파트 앞',3,2
'201803','247',' 당산역 10번출구 앞',6,4
'201803','248',' 초원아파트 앞',3,3
'201803','249',' 여의도중학교 옆',10,17
'201803','128',' 신촌역(2호선) 1번출구 옆',12,2
'201803','258',' 신길역3번출구',4,2
'201803','259',' 대방역6번출구',0,1
'201803','129',' 신촌역(2호선) 6번출구 옆',3,4
'201803','703',' 오목교역 7번출구 앞',0,1
'201803','130',' 신촌역(2호선) 7번출구 앞',7,10
'201803','802',' 한강진역 2번 출구 앞',1,3
'201803','803',' 한남초교 앞 보도육교',8,0
'201803','805',' 문배어린이공원 앞',14,14
'201803','806',' 전자랜드 본관 앞',3,4
'201803','807',' 서울역 12번 출구 앞',12,11
'201803','808',' 서빙고동 금호맨션 앞',1,2
'201803','131',' 증산2교',1,1
'201803','809',' 한남 유수지 복개주차장',2,1
'201803','810',' 이태원지하보도',11,11
'201803','811',' 녹사평역1번출구',10,10
'201803','812',' 용산전쟁기념관',15,6
'201803','815',' LIG강촌아파트 103동앞',8,4
'201803','385',' 종각역 5번출구',6,7
'201803','387',' 훈련원공원주차장 앞',6,5
'201803','181',' 망원초록길 입구',1,0
'201803','132',' 창천문화공원',1,0
'201803','182',' 망원2빗물펌프장 앞',1,3
'201803','183',' 하늘채코오롱아파트 건너편',5,1
'201803','184',' SK망원동주유소 건너편',2,4
'201803','185',' 마포 신수공원 앞',0,1
'201803','186',' 월드컵공원',5,5
'201803','194',' 증산교 앞',0,4
'201803','195',' 모래내고가차도 ',0,1
'201803','556',' 달맞이공원',3,5
'201803','134',' 연세로 명물길',7,3
'201803','559',' 왕십리역 4번 출구 건너편',0,1
'201803','561',' 서울숲역 2번출구 앞',3,4
'201803','564',' 금호역 3번출구',1,1
'201803','565',' 옥수역 3번출구',10,7
'201803','568',' 청계8가사거리 부근',2,0
'201803','135',' 명물길 원형무대 앞',6,2
'201803','583',' 청계천 생태교실 앞',4,3
'201803','571',' 어린이대공원역6번출구',1,1
'201803','137',' NH농협 신촌지점 앞',3,2
'201803','102',' 망원역 1번출구 앞',3,7
'201803','138',' 신촌동 제1공영주차장 앞',1,1
'201803','633',' 청량리 기업은행 앞',1,1
'201803','634',' 외국어대 정문 앞',11,3
'201803','641',' 용두역 4번출구',0,2
'201803','140',' 이화여대 후문',12,23
'201803','643',' 동대문구민체육센터 (육교아래)',2,1
'201803','230',' 영등포구청역 1번출구',0,2
'201803','260',' 여의도 마리나선착장 앞',2,5
'201803','267',' 삼성화재 사옥 옆',2,0
'201803','268',' 그랜드컨벤션센터 앞',1,0
'201803','271',' 샛강생태공원방문자센터 앞',2,0
'201803','272',' 당산육갑문',8,3
'201803','139',' 연세대 정문 건너편',1,0
'201803','816',' 신용산역 6번출구 앞',1,9
'201803','817',' 삼각지역 4번출구 앞',7,4
'201803','818',' 숙명여대 입구 교차로',1,3
'201803','819',' 선린인터넷 고등학교',0,1
'201803','820',' 청파동입구 교차로',5,3
'201803','822',' 이촌1동 마을공원',5,3
'201803','825',' 서빙고동 주민센터 앞',9,14
'201803','388',' 동성중학교 앞',2,1
'201803','905',' 구파발역 2번출구',1,1
'201803','907',' CJ 드림시티',3,2
'201803','201',' 진미파라곤 앞',0,1
'201803','914',' 새절역 2번출구',2,2
'201803','202',' 국민일보 앞',1,1
'201803','588',' 뚝섬 유원지역',2,0
'201803','1008',' 암사역 3번출구(국민은행앞)',0,3
'201803','1009',' 천호역4번출구(현대백화점)',1,0
'201803','1011',' LIGA 아파트 앞',0,2
'201803','1014',' 강동구평생학습관앞',5,5
'201803','1015',' 샛마을 근린공원',4,4
'201803','103',' 망원역 2번출구 앞',2,1
'201803','204',' 국회의사당역 5번출구 옆',2,1
'201803','1019',' 다성이즈빌아파트(호원대 대각선 맞은편)',1,0
'201803','589',' 성수역3번출구',2,2
'201803','203',' 국회의사당역 3번출구 옆',4,1
'201803','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',0,2
'201803','1120',' 대림경동아파트앞',2,1
'201803','205',' 산업은행 앞',0,2
'201803','1122',' 황금내근린공원',1,1
'201803','1123',' 공암나루근린공원 관리사무소옆',1,2
'201803','1205',' 종합운동장역 4번출구',5,4
'201803','1206',' 9호선종합운동장역 9번출구',1,2
'201803','1209',' 잠실나루역 (2번 출구 쪽)',7,8
'201803','1215',' 올림픽공원역 1번출구 앞',3,6
'201803','1220',' 잠실본동주민센터뒤 잠실근린공원',0,1
'201803','1222',' 잠실새내역 5번 출구 뒤',7,3
'201803','1224',' 아시아지하보도 2번 출구',2,2
'201803','209',' 유진투자증권빌딩 앞',0,2
'201803','1232',' 롯데마트 주차장 옆',0,1
'201803','210',' IFC몰',4,8
'201803','211',' 여의도역 4번출구 옆',4,0
'201803','212',' 여의도역 1번출구 옆',1,2
'201803','213',' KT앞',1,1
'201803','1434',' 홈플러스 면목동점',0,1
'201803','104',' 합정역 1번출구 앞',5,4
'201803','1611',' 과기대 입구(우)',0,1
'201803','1829',' 홈플러스 금천점 앞',1,0
'201803','215',' 여의도고교 앞',0,1
'201803','1321',' 국민은행 종암동지점 앞',1,0
'201803','217',' NH농협은행 앞',0,1
'201803','1906',' 신도림역 1번 출구 앞',0,2
'201803','1911',' 구로디지털단지역 앞',2,4
'201803','221',' 여의도초교 앞',0,4
